id,yelpid,name,cost,address,city,st,zip,website
1,/biz/yolk-chicago-8,Yolk,2,355 E Ohio St,Chicago,IL,60611,eatyolk.com
2,/biz/wildberry-pancakes-and-cafe-chicago-2,Wildberry Pancakes and Cafe,2,130 E Randolph St,Chicago,IL,60601,wildberrycafe.com
3,/biz/do-rite-donuts-and-chicken-chicago-4,Do-Rite Donuts & Chicken,1,233 E Erie St,Chicago,IL,60611,doritedonuts.com
4,/biz/sunny-side-up-and-coffee-shop-chicago,Sunny Side Up & Coffee Shop,2,42 E Superior St,Chicago,IL,60611,
5,/biz/beatrix-streeterville-chicago,Beatrix Streeterville,2,671 N St Clair,Chicago,IL,60611,beatrixchicago.com
