id,yelpid,name,cost,address,city,st,zip,website
230,/biz/benchmark-chicago-2,Benchmark,2,1510 N Wells St,Chicago,IL,60610,benchmarkchicago.com
231,/biz/shaws-crab-house-chicago,Shaws Crab House,3,21 E Hubbard St,Chicago,IL,60611,shawscrabhouse.com
232,/biz/marketplace-caf%C3%A9-chicago-3,Marketplace Caf©,2,Nordstrom,Chicago,IL,60611,restaurants.nordstrom.com
233,/biz/butch-mcguires-chicago-2,Butch McGuires,2,20 W Division St,Chicago,IL,60610,butchmcguires.com
234,/biz/roys-chicago-chicago,Roys - Chicago,3,720 N State St,Chicago,IL,60654,roysrestaurant.com
235,/biz/le-petit-paris-chicago,Le Petit Paris,3,260 E Chestnut St,Chicago,IL,60611,lepetitparis.net
236,/biz/iguana-caf%C3%A9-chicago-2,Iguana Caf©,1,517 N Halsted St,Chicago,IL,60642,iguanacafe.com
237,/biz/maxwells-at-the-club-chicago,Maxwells at the Club,2,East Bank Club,Chicago,IL,60654,eastbankclub.com/dining/maxweäó_
238,/biz/latinicity-chicago-2,Latinicity,2,108 N State St,Chicago,IL,60602,latinicity.com
239,/biz/paramount-room-chicago,Paramount Room,2,415 N Milwaukee Ave,Chicago,IL,60654,paramountroom.com
240,/biz/dolce-italian-chicago,Dolce Italian,3,127 W Huron St,Chicago,IL,60654,dolceitalianrestaurant.com/#!äó_
241,/biz/jake-melnicks-corner-tap-chicago-2,Jake Melnicks Corner Tap,2,41 E Superior St,Chicago,IL,60611,JakeMelnicks.com
242,/biz/au-cheval-chicago,Au Cheval,2,800 W Randolph S,Chicago,IL,60607,auchevalchicago.com
243,/biz/signature-lounge-chicago,Signature Lounge,3,875 N Michigan Ave,Chicago,IL,60611,signatureroom.com
244,/biz/i-o-godfrey-chicago,I|O Godfrey,3,The Godfrey Hotel Chicago,Chicago,IL,60654,iogodfrey.com
245,/biz/bombay-wraps-chicago-3,Bombay Wraps,1,330 E Ohio St,Chicago,IL,60611,bombaywraps.com
246,/biz/the-capital-grille-chicago,The Capital Grille,3,633 N Saint Clair St,Chicago,IL,60611,thecapitalgrille.com
247,/biz/sepia-chicago,Sepia,3,123 N Jefferson St,Chicago,IL,60661,sepiachicago.com
248,/biz/the-cheesecake-factory-chicago,The Cheesecake Factory,2,875 N Michigan Ave,Chicago,IL,60611,thecheesecakefactory.com
249,/biz/mercadito-chicago,Mercadito,3,108 W Kinzie St,Chicago,IL,60654,mercaditohospitality.com
250,/biz/cite-chicago-4,Cite,4,505 N Lake Shore Dr,Chicago,IL,60611,citechicago.com
251,/biz/park-grill-chicago,Park Grill,2,11 N Michigan Ave,Chicago,IL,60602,parkgrillchicago.com
252,/biz/the-walnut-room-chicago,The Walnut Room,2,Marshall Field's,Chicago,IL,60602,macyswalnutroom.com
253,/biz/chefs-burger-bistro-chicago,Chefs Burger Bistro,2,164 E Grand Ave,Chicago,IL,60611,chefsburgerbistro.com
254,/biz/cyranos-cafe-on-the-river-chicago,Cyranos Cafe On The River,2,233 E Lower Wacker Dr,Chicago,IL,60601,cyranoscafeontheriver.com
255,/biz/cosi-chicago-10,Cosi,1,259 E Erie St,Chicago,IL,60611,getcosi.com
256,/biz/heaven-on-seven-wabash-chicago,Heaven on Seven Wabash,2,111 N Wabash Ave,Chicago,IL,60602,heavenonseven.com
257,/biz/rosebud-steakhouse-chicago-4,Rosebud Steakhouse,3,192 E Walton Pl,Chicago,IL,60611,rosebudrestaurants.com
258,/biz/doc-bs-chicago-3,Doc Bs,2,55 E Grand Ave,Chicago,IL,60611,docbsfreshkitchen.com
259,/biz/cr%C3%AApe-bistro-chicago-2,CrÈpe Bistro,2,186 N Wells St,Chicago,IL,60606,crepebistro.net
260,/biz/old-town-pour-house-chicago,Old Town Pour House,2,1419 N Wells St,Chicago,IL,60610,oldtownpourhouse.com
261,/biz/caffecafe-chicago,Caffecafe,1,1 E Wacker Dr,Chicago,IL,60601,caffecafechicago.com
262,/biz/la-pizza-and-la-pasta-chicago,La Pizza & La Pasta,2,43 E Ohio St,Chicago,IL,60611,
263,/biz/joes-seafood-prime-steak-and-stone-crab-chicago,"Joes Seafood, Prime Steak & Stone Crab",4,60 E Grand Ave,Chicago,IL,60611,joes.net/chicago
264,/biz/highline-bar-lounge-chicago,Highline Bar + Lounge,2,169 W Kinzie St,Chicago,IL,60654,highlinebarchicago.com
265,/biz/naf-naf-grill-chicago-3,Naf Naf Grill,1,28 S Wabash Ave,Chicago,IL,60603,nafnafgrill.com
266,/biz/woodies-flat-chicago,Woodies Flat,2,1535 N Wells St,Chicago,IL,60610,woodieschicago.com
267,/biz/chicago-cut-steakhouse-chicago,Chicago Cut Steakhouse,4,300 N Lasalle,Chicago,IL,60654,chicagocutsteakhouse.com
268,/biz/acanto-chicago,Acanto,3,18 S Michigan Ave,Chicago,IL,60603,acantochicago.com
269,/biz/gibsons-bar-and-steakhouse-chicago,Gibsons Bar & Steakhouse,3,1028 N Rush St,Chicago,IL,60611,gibsonssteakhouse.com
270,/biz/tavern-at-the-park-chicago,Tavern at the Park,2,130 E Randolph St,Chicago,IL,60601,tavernatthepark.com
271,/biz/roof-on-thewit-chicago,ROOF on theWit,3,theWit Hotel,Chicago,IL,60601,roofonthewit.com
272,/biz/black-iron-tavern-chicago,Black Iron Tavern,2,401 N. Milwaukee Ave,Chicago,IL,60654,blackirontavern.com
273,/biz/soupbox-chicago-5,Soupbox,1,50 E Chicago Ave,Chicago,IL,60611,soupbox.com
274,/biz/greenriver-chicago,GreenRiver,2,259 E Erie St,Chicago,IL,60611,greenriverchi.com
275,/biz/pastoral-chicago-2,Pastoral,2,53 E Lake St,Chicago,IL,60601,pastoralartisan.com
276,/biz/naf-naf-grill-chicago-2,Naf Naf Grill,1,326 N Michigan Ave,Chicago,IL,60601,nafnafgrill.com
277,/biz/velvet-taco-chicago,Velvet Taco,2,1110 N State St,Chicago,IL,60610,velvettaco.com
278,/biz/bandera-restaurant-chicago,Bandera Restaurant,2,535 N Michigan Ave,Chicago,IL,60611,banderarestaurants.com/locatiäó_
279,/biz/quartino-chicago,Quartino,2,626 N State St,Chicago,IL,60654,quartinochicago.com
280,/biz/ikram-cafe-chicago-2,Ikram Cafe,3,15 E Huron Ave,Chicago,IL,60611,Www.ikram.com
281,/biz/shake-shack-chicago,Shake Shack,2,66 E Ohio St,Chicago,IL,60611,shakeshack.com
282,/biz/big-and-littles-restaurant-chicago-3,BIG & littles Restaurant,2,860 N Orleans St,Chicago,IL,60610,bigandlittleschicago.com
283,/biz/friends-sushi-chicago,Friends Sushi,2,710 N Rush St,Chicago,IL,60611,friendssushi.com
284,/biz/blaze-fast-fired-pizza-chicago-2,Blaze Fast-Fired Pizza,1,227 E Ontario St,Chicago,IL,60611,blazepizza.com
285,/biz/forty-carrots-chicago,Forty Carrots,2,Bloomingdales,Chicago,IL,60605,
286,/biz/frontera-fresco-chicago,Frontera Fresco,1,111 N State St,Chicago,IL,60602,rickbayless.com/restaurants/fäó_
287,/biz/bongiornos-italian-deli-and-pizzeria-chicago,Bongiornos Italian Deli & Pizzeria,1,405 N Wabash Ave,Chicago,IL,60611,bongiornoschicago.com
288,/biz/new-rebozo-chicago-chicago,New Rebozo Chicago,2,46 E Superior St,Chicago,IL,60611,
289,/biz/da-lobsta-chicago-3,Da Lobsta,2,416 N Clark St,Chicago,IL,60654,dalobsta.com
290,/biz/gyu-kaku-japanese-bbq-chicago,Gyu-Kaku Japanese BBQ,2,210 E Ohio St,Chicago,IL,60611,gyu-kaku.com
291,/biz/caf%C3%A9-iberico-chicago-3,Caf© Iberico,2,737 N Lasalle Blvd,Chicago,IL,60654,cafeiberico.com
292,/biz/brown-bag-seafood-co-chicago-4,Brown Bag Seafood Co,2,340 E Randolph St,Chicago,IL,60601,brownbagseafood.com/home
293,/biz/blue-frogs-local-22-chicago-3,Blue Frogs Local 22,2,22 E Hubbard St,Chicago,IL,60611,local22chicago.com
294,/biz/pierogi-heaven-chicago,Pierogi Heaven,1,169 N Wells St,Chicago,IL,60606,pierogiheaven.com
295,/biz/tre-soldi-chicago,Tre Soldi,2,212 E Ohio St,Chicago,IL,60611,tresoldichicago.com
296,/biz/ramen-san-chicago,Ramen-san,2,59 W Hubbard St,Chicago,IL,60654,ramensan.com
297,/biz/the-franklin-room-chicago,The Franklin Room,2,675 N Franklin St,Chicago,IL,60654,franklinroom.com
298,/biz/oasis-cafe-chicago,Oasis Cafe,1,21 N Wabash Ave,Chicago,IL,60602,oasiscafechicago.com
299,/biz/slurping-turtle-chicago,Slurping Turtle,2,116 W Hubbard St,Chicago,IL,60654,slurpingturtle.com
300,/biz/3-greens-market-chicago-3,3 Greens Market,2,354 West Hubbard Street,Chicago,IL,60654,3greensmarket.com
301,/biz/le-colonial-chicago,Le Colonial,3,937 N Rush St,Chicago,IL,60611,lecolonialchicago.com
302,/biz/naansense-chicago,Naansense,1,171 N Wells St,Chicago,IL,60606,eatatnaansense.com
303,/biz/seven-on-state-chicago,Seven On State,2,111 N State St,Chicago,IL,60686,visitmacyschicago.com/dining.äó_
304,/biz/mariposa-chicago,Mariposa,2,Neiman Marcus Level Four,Chicago,IL,60611,neimanmarcus.com
305,/biz/flacos-tacos-chicago-2,Flacos Tacos,1,46 E Chicago Ave,Chicago,IL,60611,flacostacosonline.com
306,/biz/taco-joint-chicago-3,Taco Joint,2,158 W Ontario St,Chicago,IL,60654,tacojoint.com
307,/biz/taza-cafe-chicago,Taza Cafe,1,176 N Franklin St,Chicago,IL,60606,tazacafechicago.com
308,/biz/epic-burger-chicago-8,Epic Burger,2,407 N Clark St,Chicago,IL,60654,epicburger.com
309,/biz/m-burger-chicago,M Burger,1,161 E Huron St,Chicago,IL,60611,mburgerchicago.com
310,/biz/giordanos-chicago-27,Giordanos,2,700 E Grand Ave,Chicago,IL,60611,
311,/biz/roti-mediterranean-grill-chicago-3,Roti Mediterranean Grill,1,33 N Dearborn St,Chicago,IL,60602,roti.com
312,/biz/dough-bros-pizzeria-and-sub-shop-chicago,Dough Bros: Pizzeria & Sub Shop,1,400 N State St,Chicago,IL,60654,doughbrospizza.com
313,/biz/perrys-chicago,Perrys,1,180 N Franklin St,Chicago,IL,60606,perrysdeli.com
314,/biz/bar-toma-chicago,Bar Toma,2,110 E Pearson St,Chicago,IL,60611,BarTomaChicago.com
315,/biz/brightwok-kitchen-chicago,Brightwok Kitchen,1,21 E Adams St,Chicago,IL,60603,brightwok.com
316,/biz/wow-bao-chicago,Wow Bao,1,835 N Michigan Ave,Chicago,IL,60611,wowbao.com
317,/biz/rpm-steak-chicago-2,RPM Steak,4,66 W. Kinzie St,Chicago,IL,60654,rpmsteak.com
318,/biz/epic-burger-chicago-6,Epic Burger,2,40 E Pearson St,Chicago,IL,60611,epicburger.com
319,/biz/potbelly-sandwich-shop-chicago-24,Potbelly Sandwich Shop,1,900 N Michigan Ave,Chicago,IL,60611,potbelly.com
320,/biz/havana-chicago-2,Havana,2,412 N Clark St,Chicago,IL,60654,havanachicago.com
321,/biz/lukes-lobster-chicago,Lukes Lobster,2,134 N LaSalle St,Chicago,IL,60602,lukeslobster.com
322,/biz/mixed-greens-chicago-2,Mixed Greens,1,308 W Erie St,Chicago,IL,60654,
323,/biz/the-halal-guys-chicago,The Halal Guys,1,49 W Division St,Chicago,IL,60610,thehalalguys.com
324,/biz/potbelly-sandwich-shop-chicago-65,Potbelly Sandwich Shop,1,111 E Wacker Dr,Chicago,IL,60601,potbelly.com/Wacker
325,/biz/osteria-la-madia-chicago,Osteria La Madia,2,59 W Grand Ave,Chicago,IL,60654,osterialamadia.com
326,/biz/prime-and-provisions-chicago-4,Prime & Provisions,4,222 N La Salle St,Chicago,IL,60601,primeandprovisions.com
327,/biz/benjyehuda-chicago-2,BenjYehuda,1,10 S LaSalle St,Chicago,IL,60603,benjyehuda.com
328,/biz/nandos-peri-peri-chicago-18,Nandos Peri-Peri,2,22 S Wabash Ave,Chicago,IL,60603,nandosperiperi.com
329,/biz/foodease-market-chicago,Foodease Market,2,835 N Michigan Ave,Chicago,IL,60611,foodeasechicago.com
330,/biz/saigon-sisters-chicago-3,Saigon Sisters,2,251 E Huron St,Chicago,IL,60611,saigonsisters.com
331,/biz/cafe-spiaggia-chicago-4,Cafe Spiaggia,3,980 N Michigan Ave,Chicago,IL,60611,CafeSpiaggia.com
332,/biz/volare-ristorante-italiano-chicago,Volare Ristorante Italiano,2,201 E Grand Ave,Chicago,IL,60611,volarerestaurant.com
333,/biz/cantina-laredo-chicago,Cantina Laredo,2,508 N State St,Chicago,IL,60654,cantinalaredo.com
334,/biz/pane-caldo-chicago-2,Pane Caldo,3,111 E Chestnut St,Chicago,IL,60611,panecaldo.us
335,/biz/m-burger-chicago-2,M Burger,1,5 W Ontario St,Chicago,IL,60654,mburgerchicago.com
336,/biz/aloha-poke-co-chicago-4,Aloha Poke Co,2,131 N Clinton Ave,Chicago,IL,60661,alohapokeco.com
337,/biz/green-apple-phoever-chicago-5,Green Apple PHOever,1,105 W Madison,Chicago,IL,60602,
338,/biz/bombay-wraps-chicago,Bombay Wraps,1,122 N Wells St,Chicago,IL,60606,bombaywraps.com
339,/biz/lao-sze-chuan-chicago-5,Lao Sze Chuan,2,520 N Michigan Ave,Chicago,IL,60611,
340,/biz/giordanos-chicago-9,Giordanos,2,730 N Rush St,Chicago,IL,60611,giordanos.com/location/gold-cäó_
341,/biz/grk-greek-kitchen-chicago-2,GRK Greek Kitchen,1,251 E Huron St,Chicago,IL,60611,eatgrk.com
342,/biz/union-sushi-barbeque-bar-chicago-2,Union Sushi + Barbeque Bar,2,230 W Erie St,Chicago,IL,60654,eatatunion.com
343,/biz/mr-browns-lounge-chicago-2,Mr. Browns Lounge,2,81 E. Wacker Pl,Chicago,IL,60601,mrbrownslounge.com
344,/biz/roka-akor-chicago-chicago,Roka Akor - Chicago,3,456 N Clark St,Chicago,IL,60654,rokaakor.com/locations/chicago
345,/biz/asada-mexican-grill-chicago-4,Asada Mexican Grill,1,180 N Wells St,Chicago,IL,60606,
346,/biz/naf-naf-grill-chicago,Naf Naf Grill,1,309 W Washington St,Chicago,IL,60606,nafnafgrill.com
347,/biz/wow-bao-chicago-3,Wow Bao,1,1 W Wacker Dr,Chicago,IL,60601,wowbao.com
348,/biz/the-marq-chicago-2,The Marq,2,60 W Adams St,Chicago,IL,60603,themarqchicago.com
349,/biz/sidebar-grille-chicago-2,Sidebar Grille,2,221 N La Salle St,Chicago,IL,60601,sidebargrille.com
350,/biz/simply-fresh-chicago,Simply Fresh,1,150 N Michigan Ave,Chicago,IL,60601,loopchicago.com/go/simply-freäó_
351,/biz/jasons-deli-chicago-2,Jasons Deli,1,195 N Dearborn,Chicago,IL,60601,jasonsdeli.com
352,/biz/pitalicious-cafe-chicago,Pitalicious Cafe,1,944 N Orleans St,Chicago,IL,60610,pitaliciouscafe.com
353,/biz/coco-pazzo-chicago,Coco Pazzo,3,300 W Hubbard St,Chicago,IL,60654,cocopazzochicago.com
354,/biz/farmers-fridge-chicago-2,Farmers Fridge,2,The Shops at North Bridge,Chicago,IL,60611,farmersfridge.com
355,/biz/disotto-enoteca-chicago,DiSotto Enoteca,2,200 E Chestnut St,Chicago,IL,60611,disottoenoteca.com
356,/biz/roberts-pizza-co-chicago,Roberts Pizza Co,2,355 E Ohio St,Chicago,IL,60611,robertspizzacompany.com
357,/biz/bavettes-bar-and-boeuf-chicago,Bavettes Bar & Boeuf,3,218 W Kinzie St,Chicago,IL,60654,bavetteschicago.com
358,/biz/maple-and-ash-chicago,Maple & Ash,3,8 W Maple,Chicago,IL,60610,mapleandash.com
359,/biz/rpm-italian-chicago,RPM Italian,3,52 W Illinois St,Chicago,IL,60654,rpmrestaurants.com/rpmitalianäó_
360,/biz/three-dots-and-a-dash-chicago,Three Dots and a Dash,2,435 N Clark St,Chicago,IL,60654,threedotschicago.com
361,/biz/the-boarding-house-chicago,The Boarding House,3,720 N Wells St,Chicago,IL,60654,boardinghousechicago.com
362,/biz/gilt-bar-chicago,Gilt Bar,3,230 W Kinzie St,Chicago,IL,60654,giltbarchicago.com
363,/biz/enolo-wine-cafe-chicago,Enolo Wine Cafe,2,450 N Clark St,Chicago,IL,60654,enolowinecafe.com
364,/biz/celeste-chicago,Celeste,2,111 W Hubbard St,Chicago,IL,60654,celestechicago.com
365,/biz/the-glunz-tavern-chicago,The Glunz Tavern,2,1202 N Wells,Chicago,IL,60610,glunztavern.com
366,/biz/vora-chicago,Vora,2,1028 N Clark St,Chicago,IL,60610,vorachicago.com
367,/biz/catch-35-chicago,Catch 35,3,35 W Wacker Dr,Chicago,IL,60601,catch35.com
368,/biz/henrys-chicago-2,Henrys,2,18 W Hubbard St,Chicago,IL,60654,henrys-chicago.com
369,/biz/la-storia-chicago,La Storia,3,1154 N Dearborn St,Chicago,IL,60610,lastoriachicago.com
370,/biz/baffo-chicago,Baffo,3,44 E Grand Ave,Chicago,IL,60611,bafforistorante.com
371,/biz/mk-restaurant-chicago,MK Restaurant,4,868 N Franklin St,Chicago,IL,60610,mkchicago.com
372,/biz/emilios-tapas-sol-y-nieve-chicago-2,Emilios Tapas Sol Y Nieve,2,215 E Ohio St,Chicago,IL,60611,emiliostapas.com
373,/biz/osteria-via-stato-chicago,Osteria Via Stato,3,620 N State St,Chicago,IL,60654,osteriaviastato.com
374,/biz/hugos-frog-bar-and-fish-house-chicago,Hugos Frog Bar & Fish House,3,1024 N Rush St,Chicago,IL,60611,hugosfrogbar.com
375,/biz/broken-shaker-chicago,Broken Shaker,2,Freehand Hotel,Chicago,IL,60611,brokenshaker.com
376,/biz/prosecco-chicago,Prosecco,3,710 N Wells St,Chicago,IL,60654,prosecco.us.com
377,/biz/spiaggia-chicago-4,Spiaggia,4,980 N Michigan Ave,Chicago,IL,60611,SpiaggiaRestaurant.com
378,/biz/imperial-lamian-chicago,Imperial Lamian,3,6 W Hubbard St,Chicago,IL,60654,imperial-lamian.com
379,/biz/stetsons-modern-steak-sushi-chicago-2,Stetsons Modern Steak + Sushi,3,151 E Wacker Dr,Chicago,IL,60601,stetsonschicago.com
380,/biz/frankies-scaloppine-chicago-2,Frankies Scaloppine,2,900 N Michigan Ave,Chicago,IL,60611,
381,/biz/wildfire-chicago,Wildfire,3,159 W Erie St,Chicago,IL,60654,wildfirerestaurant.com
382,/biz/ramen-misoya-chicago,Ramen Misoya,2,213 E Ohio St,Chicago,IL,60611,
383,/biz/sumi-robata-bar-chicago-2,Sumi Robata Bar,3,702 N Wells St,Chicago,IL,60654,sumirobatabar.com
384,/biz/brindille-chicago,Brindille,4,534 N Clark St,Chicago,IL,60654,brindille-chicago.com
385,/biz/trattoria-no-10-chicago,Trattoria No. 10,3,10 N Dearborn St,Chicago,IL,60602,trattoriaten.com
386,/biz/les-nomades-chicago,Les Nomades,4,222 E Ontario St,Chicago,IL,60611,lesnomades.net
387,/biz/devon-seafood-grill-chicago-2,Devon Seafood Grill,3,39 E Chicago Ave,Chicago,IL,60611,devonseafood.com
388,/biz/eddie-vs-prime-seafood-and-steak-chicago,Eddie Vs Prime Seafood and Steak,3,521 N Rush St,Chicago,IL,60611,eddiev.com
389,/biz/niu-japanese-fusion-lounge-chicago,Niu Japanese Fusion Lounge,2,332 E Illinois St,Chicago,IL,60611,niusushi.com
390,/biz/il-porcellino-chicago,il Porcellino,3,59 W Hubbard,Chicago,IL,60654,ilporcellinochicago.com
391,/biz/stk-chicago-chicago-2,STK Chicago,3,9 West Kinzie St.,Chicago,IL,60654,stkhouse.com
392,/biz/watershed-chicago,Watershed,2,601 N State St,Chicago,IL,60654,watershedbar.com/menus
393,/biz/the-original-ginos-east-of-chicago-chicago-2,The Original Ginos East of Chicago,2,162 E Superior St,Chicago,IL,60611,ginoseast.com
394,/biz/big-bowl-chicago,Big Bowl,2,60 E Ohio St,Chicago,IL,60611,bigbowl.com
395,/biz/woodhaven-bar-and-kitchen-chicago,Woodhaven Bar and Kitchen,2,712 N Clark St,Chicago,IL,60654,woodhavenchicago.com
396,/biz/reverie-chicago-2,Reverie,2,414 N Orleans St,Chicago,IL,60654,reveriechicago.com
397,/biz/club-lago-chicago,Club Lago,2,331 W Superior St,Chicago,IL,60654,clublago.com
398,/biz/kinmont-chicago,Kinmont,3,419 W Superior,Chicago,IL,60654,kinmontrestaurant.com
399,/biz/michael-jordans-steak-house-chicago-2,Michael Jordans Steak House,3,505 N Michigan Ave,Chicago,IL,60611,mjshchicago.com
400,/biz/topo-gigio-ristorante-chicago,Topo Gigio Ristorante,2,1516 N Wells St,Chicago,IL,60610,topogigiochicago.com
401,/biz/pizzeria-due-chicago,Pizzeria Due,2,619 N Wabash Ave,Chicago,IL,60611,762.unotogo.com
402,/biz/shanghai-terrace-at-the-peninsula-chicago-chicago,Shanghai Terrace at The Peninsula Chicago,3,108 E Superior St,Chicago,IL,60611,peninsula.com/en/default
403,/biz/emerald-loop-chicago,Emerald Loop,2,216 N Wabash Ave,Chicago,IL,60601,emeraldloop.com
404,/biz/kingsbury-street-cafe-chicago,Kingsbury Street Cafe,2,1523 N Kingsbury St,Chicago,IL,60642,kingsburystreetcafe.com
405,/biz/windy-city-cafe-chicago,Windy City Cafe,1,1062 W Chicago Ave,Chicago,IL,60642,windycity-cafe.com
406,/biz/elaines-coffee-call-chicago,Elaines Coffee Call,1,1816 N Clark St,Chicago,IL,60614,
407,/biz/the-publican-chicago,The Publican,3,837 W Fulton Market,Chicago,IL,60607,thepublicanrestaurant.com
408,/biz/little-goat-chicago-4,Little Goat,2,820 W Randolph St,Chicago,IL,60607,littlegoatchicago.com
409,/biz/perennial-virant-chicago-3,Perennial Virant,3,1800 N Lincoln Ave,Chicago,IL,60614,perennialchicago.com
410,/biz/the-allis-chicago-3,The Allis,2,113-125 N Green St,Chicago,IL,60607,theallis.com
411,/biz/flo-chicago,Flo,2,1434 W Chicago Ave,Chicago,IL,60642,flochicago.com
412,/biz/original-pancake-house-chicago-2,Original Pancake House,2,2020 N Lincoln Park W,Chicago,IL,60614,originalpancakehouse.com
413,/biz/nookies-too-chicago,Nookies Too,2,2114 N Halsted St,Chicago,IL,60614,nookiesrestaurants.net
414,/biz/lyfe-kitchen-chicago-3,LYFE Kitchen,2,1538 N Clybourn Ave,Chicago,IL,60610,lyfekitchen.com
415,/biz/meli-cafe-and-juice-bar-chicago,Meli Cafe & Juice Bar,2,301 S Halsted St,Chicago,IL,60661,melicafe.com
416,/biz/summer-house-chicago,Summer House,2,1954 N Halsted St,Chicago,IL,60614,summerhousesm.com
417,/biz/blue-door-farm-stand-chicago-2,Blue Door Farm Stand,2,2010 N Halsted St,Chicago,IL,60614,bluedoorfarmstand.com
418,/biz/gaudi-cafe-chicago-3,Gaudi Cafe,2,1147 W Grand Ave,Chicago,IL,60642,gaudicafechicago.com
419,/biz/toast-chicago-2,Toast,2,746 W Webster Ave,Chicago,IL,60614,chicago-toast.com
420,/biz/hero-coffee-bar-chicago,HERO Coffee Bar,1,439 S Dearborn St,Chicago,IL,60605,herocoffeetraders.com/pages/häó_
421,/biz/butcher-and-the-burger-chicago,Butcher & The Burger,2,1021 W Armitage Ave,Chicago,IL,60614,butcherandtheburger.com
422,/biz/cafecito-chicago,Cafecito,1,26 E Congress Pkwy,Chicago,IL,60605,cafecitochicago.com
423,/biz/le-pain-quotidien-chicago-14,Le Pain Quotidien,2,1562 N Wells St,Chicago,IL,60610,lepainquotidien.com
424,/biz/the-breakfast-club-and-grill-chicago,The Breakfast Club and Grill,2,1381 W Hubbard St,Chicago,IL,60642,thebreakfastclubchicago.com
425,/biz/cafe-vienna-chicago-2,Cafe Vienna,1,2523 N Clark St,Chicago,IL,60614,cafeviennachicago.com
426,/biz/creperie-de-paris-chicago,Creperie De Paris,1,1013 W Webster,Chicago,IL,60614,
427,/biz/twisted-spoke-chicago,Twisted Spoke,2,501 N Ogden Ave,Chicago,IL,60642,twistedspoke.com
428,/biz/grange-hall-burger-bar-chicago,Grange Hall Burger Bar,2,844 W Randolph St,Chicago,IL,60607,grangehallburgerbar.com
429,/biz/scone-city-chicago,Scone City,1,1632 W Division St,Chicago,IL,60622,sconecity.com
430,/biz/green-city-market-chicago-2,Green City Market,2,Lincoln Park,Chicago,IL,60614,chicagogreencitymarket.org
431,/biz/cafe-blue-chicago-5,Cafe Blue,1,811 W Chicago Ave,Chicago,IL,60642,cafe.blue
432,/biz/jaffa-bagels-chicago-3,Jaffa Bagels,1,186 W Van Buren St,Chicago,IL,60604,jaffabagels.com
433,/biz/uncle-mikes-place-chicago,Uncle Mikes Place,2,1700 W Grand Ave,Chicago,IL,60622,unclemikesplace.com
434,/biz/breakfast-house-chicago,Breakfast House,2,1800 W Grand Ave,Chicago,IL,60622,breakfast-house.com
435,/biz/palace-grill-chicago,Palace Grill,1,1408 W Madison St,Chicago,IL,60607,palacegrillonmadison.com
436,/biz/goddess-and-grocer-chicago-5,Goddess and Grocer,2,901 N Larrabee St,Chicago,IL,60610,goddessandgrocer.com
437,/biz/m2-cafe-chicago-3,M2 Cafe,1,850 W Jackson,Chicago,IL,60607,morganstreetcafe.com
438,/biz/publican-quality-meats-chicago,Publican Quality Meats,2,825 W Fulton Market St,Chicago,IL,60607,publicanqualitymeats.com
439,/biz/ninis-deli-chicago,Ninis Deli,1,543 N Noble St,Chicago,IL,60642,ninisdeli.com
440,/biz/jupiter-outpost-cafe-chicago,Jupiter Outpost Cafe,1,1139 Fulton Market Ave,Chicago,IL,60607,jupiteroutpost.com
441,/biz/snarfs-chicago,Snarfs,1,600 W Chicago Ave,Chicago,IL,60654,eatsnarfs.com
442,/biz/girl-and-the-goat-chicago,Girl & the Goat,3,809 W Randolph St,Chicago,IL,60607,girlandthegoat.com
443,/biz/avanti-caff%C3%A9-chicago-2,Avanti Caff©,1,200 W Jackson Blvd,Chicago,IL,60606,avanticaffe.com
444,/biz/babycakes-chicago,Babycakes,2,940 W Weed St,Chicago,IL,60622,babycakestruck.com
445,/biz/yolk-south-loop-chicago,Yolk South Loop,2,1120 S Michigan Ave,Chicago,IL,60605,eatyolk.com
446,/biz/delux-bar-and-grill-chicago,Delux Bar & Grill,2,669 N Milwaukee Ave,Chicago,IL,60622,deluxchicago.com
447,/biz/morgan-street-cafe-chicago,Morgan Street Cafe,1,111 S Morgan St,Chicago,IL,60607,morganstreetcafe.com
448,/biz/meli-cafe-chicago,Meli Cafe,2,500 S Dearborn St,Chicago,IL,60605,melicafe.com
449,/biz/chicago-kitchen-chicago-2,Chicago Kitchen,2,63 E Harrison St,Chicago,IL,60605,
450,/biz/chicago-bagel-authority-chicago-3,Chicago Bagel Authority,1,953 W Armitage Ave,Chicago,IL,60614,eatcba.com
451,/biz/jam-n-honey-chicago,Jam äóÖn Honey,2,958 W  Webster Ave,Chicago,IL,60614,jamnhoney.com
452,/biz/johnnies-snack-shop-chicago-2,Johnnies Snack Shop,1,160 N Halsted St,Chicago,IL,60661,johnniessnackshop.com
453,/biz/earls-kitchen-bar-chicago,Earls Kitchen + Bar,2,1538 N Clybourn Ave,Chicago,IL,60642,earlsrestaurants.com
454,/biz/bar-siena-chicago,Bar Siena,2,832 W Randolph St,Chicago,IL,60607,barsiena.com
455,/biz/old-town-social-chicago,Old Town Social,2,455 W North Ave,Chicago,IL,60610,oldtownsocial.com
456,/biz/g-and-o-chicago,G & O,2,459 W Ogden Ave,Chicago,IL,60642,grandandogden.com
457,/biz/charlatan-chicago,Charlatan,2,1329 W Chicago Ave,Chicago,IL,60642,charlatanchicago.com
458,/biz/cafe-ba-ba-reeba-chicago-3,Cafe Ba-Ba-Reeba!,2,2024 N Halsted St,Chicago,IL,60614,cafebabareeba.com
459,/biz/rj-grunts-chicago-6,RJ Grunts,2,2056 N Lincoln Park W,Chicago,IL,60614,rjgruntschicago.com
